category,line,selector,tokens,hits
"suspected-dead","8863",".task-role-toggle-label","task-role-toggle-label",""
"suspected-dead","8868",".task-role-toggle-count","task-role-toggle-count",""
"suspected-dead","8880",".task-role-toggle-text","task-role-toggle-text",""
"suspected-dead","8883",".task-role-toggle-caret","task-role-toggle-caret",""
"still-used","8890",".task-role-toggle-caret.is-collapsed","task-role-toggle-caret is-collapsed","frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.html; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.scss"
"suspected-dead","8893",".task-role-collapsed-preview","task-role-collapsed-preview",""
"suspected-dead","8898",".task-role-collapsed-list","task-role-collapsed-list",""
"suspected-dead","8903",".task-role-collapsed-chip, .task-role-collapsed-more","task-role-collapsed-chip task-role-collapsed-more",""
"suspected-dead","8916",".task-role-collapsed-more","task-role-collapsed-more",""
"suspected-dead","8921",".task-role-collapsed-empty","task-role-collapsed-empty",""
"suspected-dead","8925",".task-role-picker-empty","task-role-picker-empty",""
"suspected-dead","8931",".task-role-picker-body","task-role-picker-body",""
"suspected-dead","8936",".task-role-selected","task-role-selected",""
"still-used","8941",".task-role-selected.is-empty","task-role-selected is-empty","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"suspected-dead","8944",".task-role-selected-count, .task-role-selected-empty","task-role-selected-count task-role-selected-empty",""
"suspected-dead","8949",".task-role-selected-list","task-role-selected-list",""
"suspected-dead","8954",".task-role-selected-chip","task-role-selected-chip",""
"suspected-dead","8965",".task-role-group-list","task-role-group-list",""
"suspected-dead","8970",".task-role-group","task-role-group",""
"suspected-dead","8975",".task-role-group-head","task-role-group-head",""
"suspected-dead","8981",".task-role-group-name","task-role-group-name",""
"suspected-dead","8986",".task-role-group-count","task-role-group-count",""
"suspected-dead","8999",".task-role-option-list","task-role-option-list",""
"suspected-dead","9004",".task-role-option","task-role-option",""
"suspected-dead","9017",".task-role-option:hover","task-role-option",""
"still-used","9022",".task-role-option.active","task-role-option active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"suspected-dead","9027",".task-role-option input","task-role-option",""
"suspected-dead","9031",".task-role-option-name","task-role-option-name",""
"suspected-dead","9035",".task-role-picker-actions","task-role-picker-actions",""
"still-used","9039",".proc-role-view","proc-role-view","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"suspected-dead","9050",".proc-role-empty","proc-role-empty",""
"still-used","9054",".proc-role-map-panel","proc-role-map-panel","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"still-used","9066",".proc-role-map-head","proc-role-map-head","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9072",".proc-role-map-tools","proc-role-map-tools","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9079",".role-focus-toggle","role-focus-toggle","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9094",".role-focus-toggle input","role-focus-toggle","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9100",".proc-role-map-title","proc-role-map-title","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9108",".proc-role-map-subtitle, .proc-role-map-focus","proc-role-map-subtitle proc-role-map-focus","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9114",".proc-role-map-focus","proc-role-map-focus","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9117",".role-usecase-map-wrap","role-usecase-map-wrap","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"still-used","9124",".role-usecase-map-wrap.focused","role-usecase-map-wrap focused","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"still-used","9127",".role-usecase-map-canvas","role-usecase-map-canvas","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9130",".role-usecase-map-svg","role-usecase-map-svg","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9135",".role-usecase-group","role-usecase-group","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9141",".role-side-group","role-side-group","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9145",".role-proc-group","role-proc-group","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9148",".role-usecase-group-title","role-usecase-group-title","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9159",".role-usecase-group-title small","role-usecase-group-title","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9167",".role-usecase-role, .role-usecase-process","role-usecase-role role-usecase-process","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"still-used","9182",".role-usecase-role:not(.readonly):hover, .role-usecase-process:not(.readonly):hover","role-usecase-role readonly role-usecase-process","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/collaboration/collaboration.service.spec.ts; frontend-angular/src/app/core/collaboration/collaboration.service.ts"
"still-used","9187",".role-usecase-role.readonly, .role-usecase-process.readonly","role-usecase-role readonly role-usecase-process","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/collaboration/collaboration.service.spec.ts; frontend-angular/src/app/core/collaboration/collaboration.service.ts"
"still-used","9191",".role-usecase-role.active","role-usecase-role active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","9195",".role-usecase-role-name, .role-usecase-process-name","role-usecase-role-name role-usecase-process-name","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9203",".role-usecase-role-meta, .role-usecase-process-count","role-usecase-role-meta role-usecase-process-count","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9209",".role-usecase-process","role-usecase-process","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"still-used","9212",".role-usecase-process.linked","role-usecase-process linked","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"still-used","9216",".role-usecase-line","role-usecase-line","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9221",".role-usecase-line-label","role-usecase-line-label","frontend-angular/src/app/workbenches/role/role-workbench.html"
"still-used","9228",".proc-role-view","proc-role-view","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"still-used","9231",".proc-role-detail","proc-role-detail","frontend-angular/src/app/workbenches/role/role-workbench.scss"
"suspected-dead","9237",".ef-canvas","ef-canvas",""
"suspected-dead","9240",".ef-canvas:active","ef-canvas",""
"suspected-dead","9241",".ef-board","ef-board",""
"suspected-dead","9242",".ef-component-frame","ef-component-frame",""
"suspected-dead","9250",".ef-component-title","ef-component-title",""
"suspected-dead","9263",".ef-group-frame","ef-group-frame",""
"suspected-dead","9272",".ef-group-title","ef-group-title",""
"suspected-dead","9283",".ef-node","ef-node",""
"suspected-dead","9294",".ef-node.ef-clickable","ef-node ef-clickable",""
"suspected-dead","9295",".ef-node.ef-clickable:hover","ef-node ef-clickable",""
"suspected-dead","9296",".ef-node.ef-draggable","ef-node ef-draggable",""
"suspected-dead","9297",".ef-node.ef-draggable:active","ef-node ef-draggable",""
"suspected-dead","9298",".ef-node.ef-draggable.ef-clickable:hover","ef-node ef-draggable ef-clickable",""
"suspected-dead","9299",".ef-node.ef-muted","ef-node ef-muted",""
"suspected-dead","9303",".ef-node.ef-neighbor","ef-node ef-neighbor",""
"suspected-dead","9306",".ef-node.ef-focus","ef-node ef-focus",""
"suspected-dead","9311",".ef-node.ef-selected","ef-node ef-selected",""
"suspected-dead","9317",".ef-rel","ef-rel",""
"suspected-dead","9321",".ef-rubber","ef-rubber",""
"suspected-dead","9327",".ef-nid","ef-nid",""
"suspected-dead","9328",".ef-nname","ef-nname",""
"suspected-dead","9329",".ef-svg","ef-svg",""
"suspected-dead","9334",".pv-content","pv-content",""
"suspected-dead","9337",".pv-content h1","pv-content",""
"suspected-dead","9338",".pv-content h2","pv-content",""
"suspected-dead","9339",".pv-content h3","pv-content",""
"suspected-dead","9340",".pv-content h4","pv-content",""
"suspected-dead","9341",".pv-content hr","pv-content",""
"suspected-dead","9342",".pv-content table","pv-content",""
"suspected-dead","9343",".pv-content th","pv-content",""
"suspected-dead","9344",".pv-content td","pv-content",""
"suspected-dead","9345",".pv-content .pv-meta","pv-content pv-meta",""
"suspected-dead","9346",".pv-content .pv-diag","pv-content pv-diag",""
"suspected-dead","9347",".pv-content .pv-entity-diag","pv-content pv-entity-diag",""
"suspected-dead","9348",".pv-content .pv-tasks","pv-content pv-tasks",""
"suspected-dead","9349",".pv-content .pv-task-detail","pv-content pv-task-detail",""
"suspected-dead","9350",".pv-content .pv-role","pv-content pv-role",""
"suspected-dead","9351",".pv-content .pv-note","pv-content pv-note",""
"suspected-dead","9352",".pv-content .pv-role-usecase-section, .pv-content .pv-entity-state-graphs","pv-content pv-role-usecase-section pv-entity-state-graphs",""
"suspected-dead","9356",".pv-content .pv-role-usecase-item, .pv-content .pv-entity-state-graph","pv-content pv-role-usecase-item pv-entity-state-graph",""
"still-used","9360",".pv-content .pv-role-usecase-section .role-usecase-map-wrap, .pv-content .pv-entity-state-graph .entity-state-graph","pv-content pv-role-usecase-section role-usecase-map-wrap pv-entity-state-graph entity-state-graph","frontend-angular/src/app/workbenches/role/role-workbench.html; frontend-angular/src/app/workbenches/role/role-workbench.scss"
"suspected-dead","9364",".pv-content .pv-entity-state-graph .entity-state-zoom-shell","pv-content pv-entity-state-graph entity-state-zoom-shell",""
"suspected-dead","9368",".pv-content .pv-form-model","pv-content pv-form-model",""
"suspected-dead","9375",".pv-content .pv-form-model h5","pv-content pv-form-model",""
"suspected-dead","9380",".pv-content .pv-form-card + .pv-form-card","pv-content pv-form-card",""
"suspected-dead","9385",".pv-content .role-tag","pv-content role-tag",""
"still-used","9386",".process-flow-view","process-flow-view","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","9395",".process-flow-card","process-flow-card","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9407",".process-flow-head","process-flow-head","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss"
"suspected-dead","9415",".process-flow-title-wrap","process-flow-title-wrap",""
"still-used","9421",".process-flow-head h3","process-flow-head","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss"
"still-used","9429",".process-flow-head p","process-flow-head","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss"
"suspected-dead","9436",".process-flow-kicker","process-flow-kicker",""
"still-used","9448",".process-flow-actions","process-flow-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss"
"still-used","9456",".process-flow-actions select","process-flow-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss"
"suspected-dead","9463",".process-diagram-mode","process-diagram-mode",""
"still-used","9471",".process-diagram-mode .vtb","process-diagram-mode vtb","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"still-used","9477",".process-diagram-mode .vtb:first-of-type","process-diagram-mode vtb","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"still-used","9481",".process-diagram-mode .vtb:last-child","process-diagram-mode vtb","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"suspected-dead","9486",".process-diagram-mode .process-summary-help","process-diagram-mode process-summary-help",""
"suspected-dead","9490",".process-summary-help-wrap","process-summary-help-wrap",""
"suspected-dead","9500",".process-summary-help-icon","process-summary-help-icon",""
"suspected-dead","9514",".process-summary-help-panel","process-summary-help-panel",""
"suspected-dead","9533",".process-summary-help-wrap:not(.is-suppressed):hover .process-summary-help-panel, .process-summary-help-wrap.is-open .process-summary-help-panel","process-summary-help-wrap is-suppressed process-summary-help-panel is-open",""
"suspected-dead","9539",".summary-help-head","summary-help-head",""
"suspected-dead","9545",".summary-help-head strong","summary-help-head",""
"suspected-dead","9548",".summary-help-head span","summary-help-head",""
"suspected-dead","9552",".summary-help-grid","summary-help-grid",""
"suspected-dead","9557",".summary-help-card","summary-help-card",""
"suspected-dead","9564",".summary-help-card strong","summary-help-card",""
"suspected-dead","9569",".summary-help-card > span","summary-help-card",""
"suspected-dead","9575",".summary-help-card svg","summary-help-card",""
"suspected-dead","9583",".msh-node, .msh-boundary","msh-node msh-boundary",""
"suspected-dead","9589",".msh-blue","msh-blue",""
"suspected-dead","9590",".msh-green","msh-green",""
"suspected-dead","9591",".msh-yellow","msh-yellow",""
"suspected-dead","9592",".msh-boundary","msh-boundary",""
"suspected-dead","9596",".msh-node-text","msh-node-text",""
"suspected-dead","9602",".msh-link","msh-link",""
"suspected-dead","9610",".msh-return","msh-return",""
"suspected-dead","9614",".msh-label-bg","msh-label-bg",""
"suspected-dead","9618",".msh-label","msh-label",""
"suspected-dead","9625",".summary-help-grid","summary-help-grid",""
"suspected-dead","9629",".process-diagram-entity-toggle","process-diagram-entity-toggle",""
"suspected-dead","9642",".process-diagram-entity-toggle input","process-diagram-entity-toggle",""
"suspected-dead","9645",".process-flow-summary","process-flow-summary",""
"suspected-dead","9651",".process-flow-summary span","process-flow-summary",""
"suspected-dead","9662",".process-main-diag","process-main-diag",""
"still-used","9672",".process-main-diag .live-diagram","process-main-diag live-diagram","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/process/flow/process-flow-legacy-adapter.ts"
"suspected-dead","9678",".process-main-diag .pf-wrap, .process-main-diag .ptf-wrap, .process-main-diag .ps-wrap","process-main-diag pf-wrap ptf-wrap ps-wrap",""
"suspected-dead","9683",".process-diagram-stack","process-diagram-stack",""
"suspected-dead","9691",".process-diagram-panel","process-diagram-panel",""
"still-used","9698",".process-diagram-panel.collapsed","process-diagram-panel collapsed","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.html; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.scss"
"suspected-dead","9701",".process-panel-header","process-panel-header",""
"suspected-dead","9707",".process-panel-header-title","process-panel-header-title",""
"suspected-dead","9712",".process-panel-toggle","process-panel-toggle",""
"suspected-dead","9721",".process-panel-toggle:hover","process-panel-toggle",""
"still-used","9724",".process-flow-routing-editor .section-toolbar","process-flow-routing-editor section-toolbar","frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9727",".process-flow-routing-editor .section-actions","process-flow-routing-editor section-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
"suspected-dead","9731",".process-flow-routing-editor","process-flow-routing-editor",""
"suspected-dead","9734",".flow-routing-hint","flow-routing-hint",""
"suspected-dead","9740",".flow-validation","flow-validation",""
"suspected-dead","9752",".flow-routing-grid","flow-routing-grid",""
"suspected-dead","9758",".flow-routing-column","flow-routing-column",""
"suspected-dead","9766",".flow-routing-column:last-child","flow-routing-column",""
"suspected-dead","9770",".flow-routing-column h5","flow-routing-column",""
"still-used","9775",".flow-routing-row, .flow-edge-row","flow-routing-row flow-edge-row","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9787",".flow-edge-row","flow-edge-row","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"suspected-dead","9790",".flow-node-row","flow-node-row",""
"still-used","9793",".flow-routing-row .flow-id-input, .flow-edge-row .flow-id-input","flow-routing-row flow-id-input flow-edge-row","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9799",".flow-row-actions .flow-enter-action","flow-row-actions flow-enter-action","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9805",".flow-row-actions .flow-enter-action:hover","flow-row-actions flow-enter-action","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"suspected-dead","9808",".flow-node-role","flow-node-role",""
"suspected-dead","9815",".flow-node-role-picker","flow-node-role-picker",""
"suspected-dead","9819",".flow-node-role-trigger","flow-node-role-trigger",""
"suspected-dead","9835",".flow-node-role-trigger span","flow-node-role-trigger",""
"suspected-dead","9841",".flow-node-role-trigger b","flow-node-role-trigger",""
"still-used","9846",".flow-node-role-picker.has-value .flow-node-role-trigger","flow-node-role-picker has-value flow-node-role-trigger","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"suspected-dead","9852",".flow-node-role-picker.is-open .flow-node-role-trigger","flow-node-role-picker is-open flow-node-role-trigger",""
"suspected-dead","9856",".flow-node-role-menu","flow-node-role-menu",""
"suspected-dead","9870",".flow-node-role-menu-head","flow-node-role-menu-head",""
"suspected-dead","9876",".flow-node-role-option","flow-node-role-option",""
"suspected-dead","9887",".flow-node-role-option:hover","flow-node-role-option",""
"suspected-dead","9890",".flow-node-role-option input","flow-node-role-option",""
"suspected-dead","9895",".flow-node-role-option input:checked + span","flow-node-role-option",""
"suspected-dead","9899",".flow-node-role-empty","flow-node-role-empty",""
"suspected-dead","9904",".flow-node-role-menu-footer","flow-node-role-menu-footer",""
"suspected-dead","9911",".flow-node-role-menu-footer button","flow-node-role-menu-footer",""
"still-used","9921",".flow-row-actions","flow-row-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9927",".flow-row-actions button","flow-row-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9938",".flow-row-actions button:disabled","flow-row-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9942",".flow-row-actions button:hover:not(:disabled)","flow-row-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"still-used","9945",".flow-routing-row input, .flow-routing-row select, .flow-edge-row input, .flow-edge-row select","flow-routing-row flow-edge-row","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"suspected-dead","9953",".flow-edge-arrow","flow-edge-arrow",""
"still-used","9957",".process-diagram-panel.collapsed .process-main-diag","process-diagram-panel collapsed process-main-diag","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.html; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.scss"
"suspected-dead","9960",".process-diagram-panel-title","process-diagram-panel-title",""
"suspected-dead","9966",".process-diagram-stack .process-main-diag","process-diagram-stack process-main-diag",""
"suspected-dead","9972",".process-context-main-diag","process-context-main-diag",""
"suspected-dead","9977",".process-context-diag .pf-wrap","process-context-diag pf-wrap",""
"still-used","9980",".process-flow-view.is-swimlane","process-flow-view is-swimlane","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","9984",".process-flow-view.is-swimlane .process-flow-card","process-flow-view is-swimlane process-flow-card","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","9989",".process-flow-view.is-swimlane .process-diagram-stack","process-flow-view is-swimlane process-diagram-stack","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","9994",".process-flow-view.is-swimlane .process-diagram-panel","process-flow-view is-swimlane process-diagram-panel","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","9999",".process-flow-view.is-swimlane .process-main-diag","process-flow-view is-swimlane process-main-diag","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","10004",".process-flow-view.is-swimlane .process-main-diag .live-diagram","process-flow-view is-swimlane process-main-diag live-diagram","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts"
"still-used","10010",".process-flow-view.is-swimlane [data-testid=""process-context-flow""], .process-flow-view.is-swimlane.is-tasklevel-collapsed [data-testid=""process-context-flow""]","process-flow-view is-swimlane is-tasklevel-collapsed","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","10015",".process-flow-view.is-swimlane.is-tasklevel-collapsed [data-testid=""process-tasklevel-flow""].collapsed","process-flow-view is-swimlane is-tasklevel-collapsed collapsed","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.html; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.scss"
"still-used","10018",".process-flow-view.is-swimlane.is-tasklevel-collapsed .process-context-main-diag","process-flow-view is-swimlane is-tasklevel-collapsed process-context-main-diag","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","10021",".process-flow-view.is-swimlane.has-tasklevel","process-flow-view is-swimlane has-tasklevel","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","10024",".process-flow-view.is-swimlane.has-tasklevel .process-flow-card","process-flow-view is-swimlane has-tasklevel process-flow-card","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","10029",".process-flow-view.is-swimlane.has-tasklevel .process-diagram-stack, .process-flow-view.is-swimlane.has-tasklevel .process-diagram-panel, .process-flow-view.is-swimlane.has-tasklevel .process-main-diag","process-flow-view is-swimlane has-tasklevel process-diagram-stack process-diagram-panel process-main-diag","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","10035",".process-flow-view.is-swimlane.has-tasklevel .process-main-diag .live-diagram","process-flow-view is-swimlane has-tasklevel process-main-diag live-diagram","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts"
"still-used","10040",".process-flow-view.is-swimlane.has-tasklevel [data-testid=""process-context-flow""], .process-flow-view.is-swimlane.has-tasklevel [data-testid=""process-tasklevel-flow""]","process-flow-view is-swimlane has-tasklevel","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.ts; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","10044",".manual-shell #sidebar, .manual-shell #sb-toggle-wrap","manual-shell sidebar sb-toggle-wrap","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/runtime/angular-runtime.ts; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.html"
"still-used","10048",".manual-shell #tab-bar","manual-shell tab-bar","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","10051",".manual-shell #content","manual-shell content","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/api/api.service.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","10054",".manual-wrap","manual-wrap","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10061",".manual-body","manual-body","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10068",".manual-nav","manual-nav","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10076",".manual-reader","manual-reader","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10082",".manual-panel","manual-panel","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10088",".manual-panel + .manual-panel","manual-panel","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10091",".manual-panel-title","manual-panel-title","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10097",".manual-doc-list, .manual-outline-list","manual-doc-list manual-outline-list","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10103",".manual-doc-list","manual-doc-list","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10107",".manual-outline-group","manual-outline-group","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.ts"
"still-used","10112",".manual-outline-group-head","manual-outline-group-head","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10117",".manual-outline-toggle","manual-outline-toggle","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
